Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,TOUCHES,POST_TOUCHES,POST_TOUCH_FGM,POST_TOUCH_FGA,POST_TOUCH_FG_PCT,POST_TOUCH_FTM,POST_TOUCH_FTA,POST_TOUCH_FT_PCT,POST_TOUCH_PTS,POST_TOUCH_PTS_PCT,POST_TOUCH_PASSES,POST_TOUCH_PASSES_PCT,POST_TOUCH_AST,POST_TOUCH_AST_PCT,POST_TOUCH_TOV,POST_TOUCH_TOV_PCT,POST_TOUCH_FOULS,POST_TOUCH_FOULS_PCT
2022-23,1628427,Vlatko Cancar,1610612743,DEN,60,38,22,14.8,20.3,0.4,0.1,0.2,0.385,0,0,0.5,0.2,0.48,0.1,0.12,0,0.04,0.1,0.16,0,0.04
2022-23,1631117,Walker Kessler,1610612762,UTA,74,34,40,23,24.4,0.2,0.1,0.1,0.714,0,0,0.5,0.2,1,0.1,0.333,0,0,0,0,0,0.083
2022-23,1628976,Wendell Carter Jr.,1610612753,ORL,57,26,31,29.6,52.4,1.1,0.3,0.5,0.577,0.2,0.2,0.75,0.7,0.635,0.4,0.349,0.1,0.048,0.1,0.095,0.1,0.095
2022-23,1631111,Wendell Moore Jr.,1610612750,MIN,28,15,13,5.3,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-23,1629117,Wenyen Gabriel,1610612747,LAL,68,37,31,15.1,20,0.1,0,0.1,0.75,0,0,0,0.1,0.857,0,0.429,0,0.143,0,0,0,0
2022-23,202083,Wesley Matthews,1610612749,MIL,52,37,15,15.8,14.6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5
2022-23,203115,Will Barton,1610612761,TOR,56,27,29,17.7,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-23,1626195,Willy Hernangomez,1610612740,NOP,38,23,15,12,23.3,1,0.2,0.4,0.375,0.2,0.3,0.6,0.5,0.486,0.3,0.297,0.1,0.081,0.1,0.081,0.1,0.135
2022-23,1641645,Xavier Cooks,1610612764,WAS,10,2,8,12.6,18.8,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-23,1629875,Xavier Moon,1610612746,LAC,4,2,2,4.9,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-23,1630270,Xavier Sneed,1610612766,CHA,4,0,4,12.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-23,1630214,Xavier Tillman,1610612763,MEM,61,40,21,19.3,31.3,0.4,0.1,0.1,0.556,0,0,0,0.2,0.417,0.2,0.458,0,0.042,0,0.083,0,0
2022-23,1629139,Yuta Watanabe,1610612751,BKN,58,30,28,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-23,1628380,Zach Collins,1610612759,SAS,61,19,42,22.9,38.3,3.1,0.9,1.6,0.551,0.5,0.6,0.824,2.3,0.733,0.8,0.257,0.2,0.052,0.2,0.073,0.3,0.089
2022-23,203897,Zach LaVine,1610612741,CHI,76,37,39,36,61.9,0.2,0,0.1,0.286,0,0,1,0.1,0.462,0.1,0.308,0,0.154,0,0.077,0,0.077
2022-23,1630192,Zeke Nnaji,1610612743,DEN,52,34,18,14,13.6,0.5,0.2,0.3,0.615,0,0.1,0.5,0.4,0.833,0.1,0.25,0,0.083,0,0,0,0.083
2022-23,1630533,Ziaire Williams,1610612763,MEM,37,21,16,15.2,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-23,1629627,Zion Williamson,1610612740,NOP,29,17,12,33,66,4.1,1,1.8,0.588,0.6,0.9,0.615,2.7,0.664,1.6,0.387,0.3,0.084,0.3,0.067,0.4,0.109
2021-22,203932,Aaron Gordon,1610612743,DEN,75,46,29,31.7,42.3,2.1,0.6,1.2,0.529,0.1,0.2,0.556,1.4,0.66,0.6,0.264,0.1,0.069,0.1,0.069,0.1,0.057
2021-22,1630565,Aaron Henry,1610612755,PHI,6,6,0,2.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1628988,Aaron Holiday,1610612756,PHX,63,34,29,16.2,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630174,Aaron Nesmith,1610612738,BOS,52,32,20,11,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630598,Aaron Wiggins,1610612760,OKC,50,13,37,24.2,25.1,0,0,0,1,0,0,0,0.1,1.5,0,0.5,0,0,0,0,0,0
2021-22,1627846,Abdel Nader,1610612756,PHX,14,11,3,10.4,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630278,Ade Murkey,1610612758,SAC,1,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629678,Admiral Schofield,1610612753,ORL,38,10,28,12.3,19.4,0.1,0,0,0,0,0,0,0,0,0.1,0.667,0,0,0,0.333,0,0
2021-22,1629958,Ahmad Caver,1610612754,IND,1,0,1,0.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,201143,Al Horford,1610612738,BOS,68,46,22,29,49.4,1.9,0.4,0.9,0.468,0.2,0.2,0.813,1.1,0.55,0.7,0.374,0.3,0.137,0.1,0.053,0.1,0.061
2021-22,202692,Alec Burks,1610612752,NYK,80,36,44,28.5,56.1,0.1,0,0.1,0.6,0,0,1,0.1,0.8,0.1,0.4,0,0,0,0,0,0.1
2021-22,1630758,Aleem Ford,1610612753,ORL,5,2,3,14.7,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630197,Aleksej Pokusevski,1610612760,OKC,61,19,42,20.2,38,0,0,0,0.5,0,0,0,0,0.667,0,0.333,0,0.333,0,0,0,0
2021-22,1627936,Alex Caruso,1610612741,CHI,41,24,17,28,50.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-22,203458,Alex Len,1610612758,SAC,39,17,22,15.9,24.2,0.4,0,0.2,0.167,0,0.1,0.5,0.1,0.176,0.2,0.353,0.1,0.176,0.1,0.118,0,0.059
2021-22,1628035,Alfonzo McKinnie,1610612741,CHI,17,8,9,12.1,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1628993,Alize Johnson,1610612740,NOP,23,14,9,7.3,10.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-22,1630578,Alperen Sengun,1610612745,HOU,72,18,54,20.7,37.7,2.9,0.7,1.2,0.539,0.3,0.4,0.75,1.7,0.58,1,0.34,0.3,0.104,0.3,0.085,0.2,0.075
2021-22,1629599,Amir Coffey,1610612746,LAC,68,33,35,22.7,29.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-22,203083,Andre Drummond,1610612751,BKN,73,42,31,19.7,29.2,1.1,0.3,0.6,0.426,0.1,0.2,0.333,0.6,0.563,0.2,0.2,0.1,0.05,0.1,0.1,0.1,0.075
2021-22,2738,Andre Iguodala,1610612744,GSW,30,20,10,19.4,37.1,0.4,0,0.1,0.25,0,0,0,0.1,0.182,0.2,0.545,0,0,0,0,0,0
2021-22,203952,Andrew Wiggins,1610612744,GSW,72,47,25,31.9,46.9,1.7,0.4,0.8,0.474,0.1,0.1,0.9,0.9,0.52,0.7,0.382,0.1,0.057,0.1,0.041,0.1,0.041
2021-22,1629014,Anfernee Simons,1610612757,POR,57,25,32,29.5,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,203076,Anthony Davis,1610612747,LAL,40,17,23,35.1,68.8,6.3,1.5,2.8,0.532,0.4,0.5,0.8,3.4,0.548,2.6,0.42,0.5,0.072,0.3,0.052,0.3,0.04
2021-22,1630162,Anthony Edwards,1610612750,MIN,72,39,33,34.3,61.5,0.2,0,0,0.333,0,0,0,0,0.125,0.1,0.625,0,0.125,0,0.188,0,0
2021-22,1630264,Anthony Gill,1610612764,WAS,44,15,29,10.5,11.9,0.1,0,0,1,0,0.1,0.5,0.1,0.8,0,0.2,0,0,0,0,0,0.4
2021-22,1630237,Anthony Lamb,1610612745,HOU,2,0,2,3.8,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629717,Armoni Brooks,1610612761,TOR,54,20,34,15.6,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629083,Arnoldas Kulboka,1610612766,CHA,2,2,0,2.7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630559,Austin Reaves,1610612747,LAL,61,28,33,23.2,32.1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021-22,203085,Austin Rivers,1610612743,DEN,67,41,26,22.1,25.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-22,202340,Avery Bradley,1610612747,LAL,62,27,35,22.7,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630245,Ayo Dosunmu,1610612741,CHI,77,42,35,27.4,41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629168,BJ Johnson,1610612753,ORL,4,2,2,16.2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1628389,Bam Adebayo,1610612748,MIA,56,36,20,32.6,65,3.7,0.7,1.6,0.422,0.5,0.7,0.789,1.9,0.527,1.4,0.386,0.3,0.077,0.2,0.053,0.3,0.092
2021-22,203463,Ben McLemore,1610612757,POR,64,20,44,20.1,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,202687,Bismack Biyombo,1610612756,PHX,35,29,6,14.1,21,0.5,0.2,0.3,0.727,0.1,0.1,0.6,0.5,0.947,0,0.053,0,0,0.1,0.105,0.1,0.105
2021-22,201933,Blake Griffin,1610612751,BKN,56,29,27,17.1,30.4,0.9,0.2,0.3,0.526,0.1,0.1,0.833,0.5,0.531,0.3,0.347,0,0.02,0,0.041,0.1,0.061
2021-22,1626246,Boban Marjanovic,1610612742,DAL,23,15,8,5.6,9,2.4,0.9,1.7,0.553,0.2,0.3,0.833,2.1,0.857,0.3,0.125,0,0.018,0.3,0.107,0.1,0.054
2021-22,1626171,Bobby Portis,1610612749,MIL,72,46,26,28.2,44.3,1.7,0.5,1.1,0.436,0.1,0.1,1,1,0.602,0.4,0.236,0.1,0.041,0.1,0.073,0,0.016
2021-22,203992,Bogdan Bogdanovic,1610612737,ATL,63,33,30,29.3,43,0.2,0,0.1,0.6,0,0,0.5,0.1,0.583,0.1,0.333,0,0,0,0.083,0,0.083
2021-22,202711,Bojan Bogdanovic,1610612762,UTA,69,45,24,30.9,40.7,1.5,0.4,0.8,0.474,0.2,0.3,0.85,1,0.713,0.4,0.248,0,0.02,0.1,0.05,0.1,0.099
2021-22,1629626,Bol Bol,1610612753,ORL,14,5,9,5.8,7.6,0.2,0.1,0.1,0.5,0,0,0,0.1,0.667,0.1,0.333,0,0,0,0,0,0
2021-22,1630538,Bones Hyland,1610612743,DEN,69,41,28,19,43.4,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2021-22,202954,Brad Wanamaker,1610612764,WAS,23,10,13,13.9,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,203078,Bradley Beal,1610612764,WAS,40,17,23,36,74.7,0.4,0.1,0.2,0.5,0.1,0.1,1,0.2,0.533,0.2,0.467,0.1,0.133,0,0.067,0,0.067
2021-22,1630527,Brandon Boston Jr.,1610612746,LAC,50,26,24,14.8,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629634,Brandon Clarke,1610612763,MEM,63,43,20,19.4,26,0.2,0,0.1,0.6,0,0,0,0.1,0.6,0.1,0.4,0,0.2,0,0,0,0
2021-22,1629164,Brandon Goodwin,1610612739,CLE,36,19,17,13.9,34.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1627742,Brandon Ingram,1610612740,NOP,54,28,26,34,64.4,1.4,0.3,0.7,0.447,0.1,0.1,1,0.8,0.568,0.5,0.365,0.2,0.135,0.1,0.068,0.1,0.041
2021-22,202688,Brandon Knight,1610612742,DAL,5,2,3,12.9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630314,Brandon Williams,1610612757,POR,24,2,22,26.7,59.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630296,Braxton Key,1610612765,DET,11,5,6,17.9,31.5,0.2,0.1,0.2,0.5,0,0,0,0.2,1,0,0,0,0,0,0,0,0
2021-22,1630271,Brodric Thomas,1610612738,BOS,12,8,4,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,201572,Brook Lopez,1610612749,MIL,13,10,3,23,24.4,1.5,0.2,0.6,0.375,0.2,0.3,0.75,0.7,0.474,0.3,0.211,0,0,0.1,0.053,0.2,0.105
2021-22,1628971,Bruce Brown,1610612751,BKN,72,37,35,24.6,37.3,0,0,0,1,0,0,0,0.1,1.333,0,0.333,0,0,0,0,0,0
2021-22,1628981,Bruno Fernando,1610612745,HOU,30,15,15,5.1,9.1,0.3,0.1,0.2,0.8,0,0,0,0.3,0.9,0.1,0.4,0,0.1,0,0,0,0
2021-22,1627854,Bryn Forbes,1610612743,DEN,75,36,39,17.1,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1627741,Buddy Hield,1610612754,IND,80,25,55,30.9,54.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-22,1629604,CJ Elleby,1610612757,POR,58,17,41,20.2,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,203468,CJ McCollum,1610612740,NOP,62,28,34,34.6,66.8,0,0,0,1,0,0,0,0.1,2,0,0,0,0,0,0,0,0
2021-22,101139,CJ Miles,1610612738,BOS,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630595,Cade Cunningham,1610612765,DET,63,20,43,32.6,77,0.3,0.1,0.1,0.667,0,0,0,0.1,0.4,0.1,0.35,0,0.05,0,0.05,0,0
2021-22,1628997,Caleb Martin,1610612748,MIA,60,37,23,22.9,26.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-22,1629629,Cam Reddish,1610612752,NYK,49,20,29,20.7,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630560,Cam Thomas,1610612751,BKN,67,32,35,17.6,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629661,Cameron Johnson,1610612756,PHX,65,49,16,26.1,33.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-22,1630787,Cameron McGriff,1610612757,POR,3,0,3,15.3,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1628419,Cameron Oliver,1610612737,ATL,2,1,1,21.7,30.5,0.5,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0
2021-22,1626166,Cameron Payne,1610612756,PHX,57,45,12,22.1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1627747,Caris LeVert,1610612739,CLE,58,23,35,30.7,62.8,0.2,0,0,1,0.1,0.1,0.75,0.1,0.636,0.1,0.545,0,0.182,0,0.091,0,0.182
2021-22,1630637,Carlik Jones,1610612743,DEN,5,3,2,4.7,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,2546,Carmelo Anthony,1610612747,LAL,69,27,42,26,34,2.6,0.7,1.4,0.521,0.3,0.4,0.786,1.8,0.699,0.6,0.25,0.1,0.051,0.1,0.045,0.2,0.08
2021-22,1629035,Carsen Edwards,1610612765,DET,4,1,3,19.8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630199,Cassius Stanley,1610612765,DET,9,3,6,17.2,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630216,Cassius Winston,1610612764,WAS,7,1,6,5.6,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1627760,Cat Barber,1610612737,ATL,3,0,3,4.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1626224,Cedi Osman,1610612739,CLE,66,37,29,22.1,35.6,0,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0,0,0
2021-22,1628990,Chandler Hutchison,1610612756,PHX,6,4,2,3.7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629646,Charles Bassey,1610612755,PHI,23,11,12,7.3,10.8,0.2,0,0,1,0,0,0,0.1,0.5,0.1,0.5,0,0,0,0.25,0,0
2021-22,1629718,Charlie Brown Jr.,1610612755,PHI,22,16,6,8.1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630602,Chaundee Brown Jr.,1610612737,ATL,5,1,4,20.7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1627767,Cheick Diallo,1610612765,DET,3,0,3,10.2,18.7,0.3,0.3,0.3,1,0,0,0,0.7,2,0,0,0,0,0,0,0,0
2021-22,1629002,Chimezie Metu,1610612758,SAC,59,22,37,21.6,33.6,0.6,0.2,0.3,0.647,0.1,0.1,0.667,0.4,0.722,0.1,0.222,0.1,0.083,0.1,0.139,0.1,0.083
2021-22,1628449,Chris Boucher,1610612761,TOR,80,48,32,21.1,26.4,0.1,0,0,0.333,0,0,0.5,0,0.273,0,0.273,0,0,0,0.182,0,0.091
2021-22,1629185,Chris Chiozza,1610612744,GSW,33,21,12,11.2,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630537,Chris Duarte,1610612754,IND,55,21,34,28,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,101108,Chris Paul,1610612756,PHX,64,52,12,32.9,75,0.2,0.1,0.1,0.667,0,0,0,0.1,0.727,0,0.273,0,0.091,0,0.091,0,0
2021-22,1629735,Chris Silva,1610612748,MIA,10,7,3,9.1,14.5,0.4,0.1,0.1,1,0,0,0,0.2,0.5,0.3,0.75,0.1,0.25,0,0,0,0
2021-22,1626174,Christian Wood,1610612745,HOU,68,19,49,30.8,56.8,2.2,0.5,1,0.522,0.4,0.6,0.615,1.4,0.639,0.5,0.252,0.1,0.041,0.2,0.088,0.3,0.129
2021-22,1629643,Chuma Okeke,1610612753,ORL,70,21,49,25,37.2,0.2,0,0.1,0.286,0,0,1,0.1,0.429,0.1,0.286,0,0.071,0,0,0,0.071
2021-22,203991,Clint Capela,1610612737,ATL,74,40,34,27.6,38.8,0.4,0.1,0.2,0.5,0,0.1,0.375,0.3,0.656,0.1,0.219,0,0.031,0,0.063,0.1,0.125
2021-22,1629632,Coby White,1610612741,CHI,61,32,29,27.5,45.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1628998,Cody Martin,1610612766,CHA,70,41,29,26.4,35.1,0.1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0
2021-22,203469,Cody Zeller,1610612757,POR,27,13,14,13.1,18.9,0,0,0,0,0.1,0.1,1,0.1,2,0,0,0,0,0,0,0,1
2021-22,1630175,Cole Anthony,1610612753,ORL,65,18,47,31.7,76.2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2021-22,1629012,Collin Sexton,1610612739,CLE,11,7,4,28.8,48.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630557,Corey Kispert,1610612764,WAS,77,31,46,23.4,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,202709,Cory Joseph,1610612765,DET,65,19,46,24.6,51.9,0.1,0,0,0.5,0,0,0,0,0.4,0,0.4,0,0,0,0.2,0,0
2021-22,1628591,Craig Sword,1610612764,WAS,3,1,2,6.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1626156,D'Angelo Russell,1610612750,MIN,65,39,26,31.9,76.2,0.2,0,0.1,0.143,0,0,0,0,0.167,0.1,0.333,0,0,0,0.083,0,0
2021-22,201571,D.J. Augustin,1610612747,LAL,55,15,40,16.1,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1628391,D.J. Wilson,1610612761,TOR,4,2,2,13.5,24.5,0.3,0.3,0.3,1,0,0,0,0.5,2,0,0,0,0,0,0,0,0
2021-22,1629610,DaQuan Jeffries,1610612763,MEM,2,2,0,2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630227,Daishen Nix,1610612745,HOU,24,3,21,10.9,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629751,Dakota Mathias,1610612763,MEM,5,4,1,2.6,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630625,Dalano Banton,1610612761,TOR,64,37,27,10.9,24.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-22,1627745,Damian Jones,1610612758,SAC,55,18,37,18.4,26.6,0.5,0.1,0.2,0.6,0.1,0.1,0.667,0.3,0.586,0.2,0.31,0,0,0.1,0.103,0.1,0.103
2021-22,203081,Damian Lillard,1610612757,POR,29,12,17,36.4,82.1,0.2,0,0.1,0,0.1,0.1,1,0.1,0.4,0,0.2,0,0.2,0,0,0,0.2
2021-22,1627814,Damion Lee,1610612744,GSW,62,41,21,19.8,28.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-22,1628422,Damyean Dotson,1610612752,NYK,2,1,1,10.3,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629655,Daniel Gafford,1610612764,WAS,72,30,42,20.1,31.4,0.5,0.2,0.3,0.545,0,0.1,0.5,0.4,0.692,0.2,0.308,0,0,0,0.051,0,0.051
2021-22,1630187,Daniel Oturu,1610612761,TOR,3,1,2,9.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1628464,Daniel Theis,1610612738,BOS,47,20,27,20.8,29,0.3,0.1,0.1,1,0,0.1,0.5,0.3,1.083,0,0.167,0,0.083,0,0.167,0,0.167
2021-22,201568,Danilo Gallinari,1610612737,ATL,66,35,31,25.3,39.2,2.2,0.6,1,0.561,0.5,0.6,0.947,1.7,0.767,0.6,0.281,0.1,0.048,0.2,0.068,0.3,0.13
2021-22,201980,Danny Green,1610612755,PHI,62,37,25,21.8,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1627863,Danuel House Jr.,1610612762,UTA,42,18,24,17.3,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629647,Darius Bazley,1610612760,OKC,69,19,50,27.9,43.9,0.1,0,0,1,0,0,1,0.1,0.667,0,0.333,0,0,0,0.333,0,0.167
2021-22,1629636,Darius Garland,1610612739,CLE,68,37,31,35.7,85.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,201954,Darren Collison,1610612747,LAL,3,1,2,12.4,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630561,David Duke Jr.,1610612751,BKN,22,10,12,15.5,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630525,David Johnson,1610612761,TOR,2,2,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1628021,David Nwaba,1610612745,HOU,46,6,40,13.2,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630558,Davion Mitchell,1610612758,SAC,74,27,47,27.7,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,202722,Davis Bertans,1610612742,DAL,56,32,24,14.4,16.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-22,1628432,Davon Reed,1610612743,DEN,48,29,19,13.9,22.4,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2021-22,1630549,Day'Ron Sharpe,1610612751,BKN,32,12,20,12.2,19,0.7,0.2,0.3,0.556,0.1,0.1,1,0.4,0.522,0.3,0.391,0,0,0.1,0.13,0,0.043
2021-22,1628368,De'Aaron Fox,1610612758,SAC,58,21,37,35.4,82.8,0.3,0.1,0.2,0.444,0,0,0,0.2,0.563,0.1,0.438,0,0.063,0,0,0,0
2021-22,1629631,De'Andre Hunter,1610612737,ATL,53,28,25,29.8,32.5,0.5,0.1,0.3,0.353,0.1,0.2,0.875,0.4,0.679,0,0.036,0,0,0,0.071,0.1,0.143
2021-22,1629001,De'Anthony Melton,1610612763,MEM,72,48,24,22.7,43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,201599,DeAndre Jordan,1610612755,PHI,48,26,22,13,16.6,0.2,0,0.1,0.4,0,0,0,0.1,0.5,0.1,0.375,0,0,0,0,0,0
2021-22,1627761,DeAndre' Bembry,1610612749,MIL,56,31,25,18.3,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630610,DeJon Jarreau,1610612754,IND,1,0,1,0.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,201942,DeMar DeRozan,1610612741,CHI,76,43,33,36.1,61.4,1.7,0.4,0.9,0.492,0.4,0.4,0.967,1.3,0.75,0.4,0.242,0.1,0.039,0.1,0.063,0.2,0.109
2021-22,202326,DeMarcus Cousins,1610612743,DEN,48,33,15,14.9,31.8,2,0.5,0.7,0.676,0.2,0.3,0.625,1.2,0.589,0.7,0.347,0.2,0.084,0.3,0.147,0.2,0.084
2021-22,1629731,Dean Wade,1610612739,CLE,51,27,24,19.2,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629028,Deandre Ayton,1610612756,PHX,58,46,12,29.5,42.6,2.8,1.1,1.9,0.58,0.2,0.3,0.5,2.4,0.87,0.4,0.155,0.1,0.037,0.1,0.043,0.2,0.068
2021-22,1629686,Deividas Sirvydis,1610612765,DET,3,1,2,8.9,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1627749,Dejounte Murray,1610612759,SAS,68,30,38,34.8,87.5,0.1,0,0,0.333,0,0,0,0,0.333,0,0.333,0,0.167,0,0,0,0
2021-22,1626153,Delon Wright,1610612737,ATL,77,42,35,18.9,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630166,Deni Avdija,1610612764,WAS,82,35,47,24.2,38.1,0.3,0.1,0.1,0.417,0,0,1,0.2,0.5,0.2,0.464,0,0.036,0,0,0,0.036
2021-22,203471,Dennis Schroder,1610612745,HOU,63,32,31,28.7,67.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1628372,Dennis Smith Jr.,1610612757,POR,37,15,22,17.3,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,1627756,Denzel Valentine,1610612762,UTA,24,14,10,9.3,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,202324,Derrick Favors,1610612760,OKC,39,15,24,16.7,25.1,0.2,0,0.1,0.25,0,0,0,0.1,0.333,0,0.167,0,0,0,0,0,0
